Programa,Estado,Municipio,Superficie ó cantidad asignada,Unidad de medida (especificar),  Monto asignado  
Desarrollo Forestal,CAMPECHE,Escarcega,50,ha,"$5,480.00"
Desarrollo Forestal,CAMPECHE,Escarcega,380,ha,"$96,500.00"
Desarrollo Forestal,CAMPECHE,Escarcega,590,ha,"$166,140.00"
Desarrollo Forestal,CAMPECHE,Escarcega,93.5,ha,"$100,000.00"
Desarrollo Forestal,CAMPECHE,Escarcega,45,ha,"$90,000.00"
Desarrollo Forestal,CAMPECHE,Escarcega,1186.95,ha,"$136,875.00"
Desarrollo Forestal,CAMPECHE,Escarcega,1690.2,ha,"$60,225.00"
Desarrollo Forestal,CAMPECHE,Hecelchakán,5000,ha,"$59,400.00"
Desarrollo Forestal,CAMPECHE,Hopelchén,4000,ha,"$95,000.00"
Desarrollo Forestal,CAMPECHE,Hopelchén,4000,ha,"$400,000.00"
Desarrollo Forestal,CAMPECHE,Hopelchén,634,ha,"$34,850.00"
Desarrollo Forestal,CAMPECHE,Hopelchén,400,ha,"$300,000.00"
Desarrollo Forestal,CAMPECHE,Hopelchén,353.34,ha,"$280,000.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$44,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$44,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calakmul,,,"$29,592.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$167,400.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$70,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$70,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Calkiní,,,"$45,855.00"
Desarrollo Forestal Comunitario,CAMPECHE,Campeche,,,"$70,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Candelaria,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Candelaria,,,"$27,900.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$37,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$37,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$70,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$37,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Carmen,,,"$46,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Champoton,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Champoton,,,"$29,592.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$41,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$41,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$80,000.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$167,400.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$62,400.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$41,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$26,304.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$27,948.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$24,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Escarcega,,,"$27,900.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$232,900.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$219,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$246,600.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$37,800.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$167,400.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$70,200.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$35,700.00"
Desarrollo Forestal Comunitario,CAMPECHE,Hopelchén,,,"$24,800.00"
Plantaciones Comerciales Forestales,CAMPECHE,Campeche,32,ha,"$326,220.00"
Plantaciones Comerciales Forestales,CAMPECHE,"CAMPECHE, ESCARCEGA, CARMEN",353,ha,"$3,477,040.00"
Plantaciones Comerciales Forestales,CAMPECHE,"CAMPECHE, ESCARCEGA, CARMEN",1375,ha,"$13,456,700.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,50,ha,"$502,800.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,30,ha,"$306,600.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,62,ha,"$620,520.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Candelaria,48,ha,"$483,180.00"
Plantaciones Comerciales Forestales,CAMPECHE,Carmen,35,ha,"$355,650.00"
Plantaciones Comerciales Forestales,CAMPECHE,Carmen,66,ha,"$659,760.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,40,ha,"$404,700.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Champoton,30,ha,"$306,600.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,33,ha,"$336,030.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,25,ha,"$257,550.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,27,ha,"$277,170.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,27,ha,"$277,170.00"
Plantaciones Comerciales Forestales,CAMPECHE,Escarcega,25,ha,"$257,550.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$1,365,828.35"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$1,365,828.35"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$43,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$10,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$20,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$1,365,828.35"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$500,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$359,687.92"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$1,400,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$350,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$359,687.92"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",CAMPECHE,,,,"$359,687.92"
Reforestación,CAMPECHE,Calakmul,70,ha,"$111,510.00"
Reforestación,CAMPECHE,Calakmul,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Calakmul,50,ha,"$79,650.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,30,ha,"$47,790.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,32,ha,"$50,976.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,44,ha,"$70,092.00"
Reforestación,CAMPECHE,Calakmul,41,ha,"$65,313.00"
Reforestación,CAMPECHE,Calakmul,65,ha,"$103,545.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,5,ha,"$7,965.00"
Reforestación,CAMPECHE,Calakmul,5,ha,"$7,965.00"
Reforestación,CAMPECHE,Calakmul,23,ha,"$36,639.00"
Reforestación,CAMPECHE,Calakmul,30,ha,"$47,790.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Calakmul,30,ha,"$38,640.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$128,800.00"
Reforestación,CAMPECHE,Calakmul,60,ha,"$77,280.00"
Reforestación,CAMPECHE,Calakmul,38,ha,"$48,944.00"
Reforestación,CAMPECHE,Calakmul,20,ha,"$25,760.00"
Reforestación,CAMPECHE,Calakmul,50,ha,"$64,400.00"
Reforestación,CAMPECHE,Calakmul,10,ha,"$12,880.00"
Reforestación,CAMPECHE,Calakmul,10,ha,"$12,880.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$146,900.00"
Reforestación,CAMPECHE,Calakmul,100,ha,"$146,900.00"
Reforestación,CAMPECHE,Calkiní,6,ha,"$9,558.00"
Reforestación,CAMPECHE,Campeche,65,ha,"$103,545.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Candelaria,40,ha,"$63,720.00"
Reforestación,CAMPECHE,Candelaria,15,ha,"$23,895.00"
Reforestación,CAMPECHE,Candelaria,60,ha,"$95,580.00"
Reforestación,CAMPECHE,Candelaria,30,ha,"$47,790.00"
Reforestación,CAMPECHE,Candelaria,27,ha,"$43,011.00"
Reforestación,CAMPECHE,Candelaria,42,ha,"$66,906.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,17,ha,"$27,081.00"
Reforestación,CAMPECHE,Candelaria,25,ha,"$39,825.00"
Reforestación,CAMPECHE,Candelaria,15,ha,"$23,895.00"
Reforestación,CAMPECHE,Candelaria,9,ha,"$14,337.00"
Reforestación,CAMPECHE,Candelaria,17,ha,"$27,081.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,25,ha,"$39,825.00"
Reforestación,CAMPECHE,Candelaria,40,ha,"$63,720.00"
Reforestación,CAMPECHE,Candelaria,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,25,ha,"$39,825.00"
Reforestación,CAMPECHE,Candelaria,35,ha,"$55,755.00"
Reforestación,CAMPECHE,Candelaria,18,ha,"$28,674.00"
Reforestación,CAMPECHE,Candelaria,49,ha,"$78,057.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,21,ha,"$33,453.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,25,ha,"$39,825.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,30,ha,"$47,790.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,50,ha,"$79,650.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,50,ha,"$79,650.00"
Reforestación,CAMPECHE,Candelaria,15,ha,"$23,895.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,5,ha,"$7,965.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,35,ha,"$55,755.00"
Reforestación,CAMPECHE,Candelaria,6,ha,"$9,558.00"
Reforestación,CAMPECHE,Candelaria,13,ha,"$20,709.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,100,ha,"$159,300.00"
Reforestación,CAMPECHE,Candelaria,9,ha,"$14,337.00"
Reforestación,CAMPECHE,Candelaria,13,ha,"$20,709.00"
Reforestación,CAMPECHE,Candelaria,50,ha,"$79,650.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,10,ha,"$15,930.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,48,ha,"$76,464.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,15,ha,"$23,895.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,21,ha,"$33,453.00"
Reforestación,CAMPECHE,Candelaria,35,ha,"$55,755.00"
Reforestación,CAMPECHE,Candelaria,15,ha,"$23,895.00"
Reforestación,CAMPECHE,Candelaria,50,ha,"$79,650.00"
Reforestación,CAMPECHE,Candelaria,35,ha,"$55,755.00"
Reforestación,CAMPECHE,Candelaria,5,ha,"$7,965.00"
Reforestación,CAMPECHE,Candelaria,5,ha,"$7,965.00"
Reforestación,CAMPECHE,Candelaria,20,ha,"$31,860.00"
Reforestación,CAMPECHE,Candelaria,5,ha,"$7,965.00"
Reforestación,CAMPECHE,Candelaria,60,ha,"$95,580.00"
